job,marital,default,housing,loan,prev_outcome,outcome
admin.,single,no,yes,no,failure,no
technician,married,no,no,no,failure,no
admin.,married,no,yes,no,nonexistent,no
admin.,single,no,no,no,nonexistent,yes
student,single,no,no,no,nonexistent,no
technician,married,no,yes,no,nonexistent,yes
admin.,single,no,yes,no,nonexistent,no
student,single,no,no,yes,nonexistent,no
blue-collar,single,no,no,no,nonexistent,no
admin.,married,no,yes,no,nonexistent,yes
admin.,single,no,no,no,failure,no
unemployed,divorced,no,yes,no,nonexistent,no
admin.,single,no,no,no,nonexistent,no
admin.,single,no,no,no,nonexistent,no
admin.,single,no,yes,no,nonexistent,no
admin.,married,no,yes,no,success,yes
admin.,single,no,yes,yes,nonexistent,no
self-employed,married,no,yes,no,failure,no
student,single,no,yes,no,nonexistent,yes
technician,single,no,yes,no,success,no
admin.,married,no,no,no,nonexistent,no
technician,single,no,yes,no,nonexistent,yes
admin.,married,no,yes,no,nonexistent,no
technician,married,no,yes,no,nonexistent,yes
student,single,no,yes,no,nonexistent,yes
technician,single,no,yes,no,nonexistent,yes
services,married,no,no,yes,nonexistent,no
admin.,single,no,yes,no,nonexistent,no
admin.,single,no,no,no,nonexistent,yes
student,single,no,no,no,nonexistent,no
admin.,single,no,no,no,nonexistent,no
admin.,married,no,no,no,nonexistent,yes
self-employed,married,no,yes,no,nonexistent,no
management,married,no,no,no,nonexistent,no
management,married,no,no,no,nonexistent,no
services,single,no,no,no,nonexistent,no
admin.,single,no,yes,no,success,yes
technician,single,no,no,no,nonexistent,yes
technician,single,no,yes,no,success,yes
management,single,no,no,yes,nonexistent,yes
technician,married,no,no,no,nonexistent,yes
technician,single,no,no,no,nonexistent,no
technician,single,no,no,no,nonexistent,no
admin.,single,no,yes,yes,nonexistent,no
admin.,single,no,no,no,nonexistent,no
admin.,divorced,no,no,no,nonexistent,no
technician,married,no,no,no,nonexistent,no
services,single,no,no,no,nonexistent,no
admin.,single,no,yes,no,nonexistent,no
blue-collar,married,no,no,no,nonexistent,no
management,married,no,no,no,nonexistent,no
management,single,no,no,no,success,yes
management,single,no,no,no,success,no
services,single,no,yes,yes,nonexistent,no
blue-collar,single,no,yes,no,success,yes
retired,single,no,yes,no,nonexistent,yes
student,single,no,yes,no,failure,no
admin.,single,no,no,no,failure,no
admin.,single,no,no,no,nonexistent,yes
blue-collar,married,no,yes,no,nonexistent,yes
student,single,no,no,no,nonexistent,yes
blue-collar,married,no,yes,no,nonexistent,no
blue-collar,single,no,yes,no,nonexistent,no
admin.,single,no,yes,no,nonexistent,yes
management,married,no,no,no,nonexistent,yes
blue-collar,married,no,yes,no,failure,yes
services,married,no,yes,no,nonexistent,no
admin.,single,no,yes,yes,success,no
self-employed,single,no,yes,yes,nonexistent,no
self-employed,married,no,no,no,success,yes
admin.,single,no,yes,yes,nonexistent,no
management,married,no,yes,no,nonexistent,no
admin.,single,no,unknown,unknown,nonexistent,no
services,single,no,unknown,unknown,failure,no
services,married,no,no,no,nonexistent,yes
admin.,single,no,no,no,nonexistent,yes
technician,married,no,yes,no,success,yes
services,married,no,yes,yes,nonexistent,no
unemployed,married,no,no,no,nonexistent,yes
entrepreneur,married,no,yes,no,failure,yes
student,single,no,yes,no,nonexistent,no
admin.,single,no,no,no,nonexistent,yes
self-employed,single,no,no,no,failure,no
technician,single,no,yes,no,nonexistent,no
student,single,no,no,no,nonexistent,no
blue-collar,married,no,no,no,nonexistent,yes
blue-collar,married,no,yes,no,success,yes
management,single,no,yes,no,nonexistent,no
retired,married,no,yes,yes,nonexistent,yes
self-employed,single,no,yes,no,nonexistent,no
self-employed,single,no,yes,no,nonexistent,no
self-employed,single,no,yes,yes,nonexistent,yes
technician,single,no,yes,no,failure,yes
admin.,married,no,yes,no,failure,yes
blue-collar,married,no,yes,no,success,no
retired,married,no,yes,no,success,no
entrepreneur,married,no,yes,no,nonexistent,no
retired,married,no,unknown,unknown,nonexistent,no
management,married,no,yes,no,nonexistent,no
admin.,single,no,no,no,nonexistent,no
admin.,single,no,no,no,nonexistent,no
retired,married,no,yes,no,nonexistent,no
retired,married,no,yes,no,nonexistent,no
management,married,no,yes,no,nonexistent,no
unemployed,married,no,yes,no,nonexistent,yes
admin.,single,no,no,no,nonexistent,yes
technician,divorced,no,yes,no,nonexistent,yes
unemployed,married,no,no,no,failure,no
blue-collar,divorced,no,no,no,nonexistent,no
technician,married,no,yes,no,nonexistent,no
technician,single,no,no,no,nonexistent,yes
admin.,married,no,no,no,nonexistent,no
services,married,no,no,yes,nonexistent,yes
retired,married,no,no,yes,nonexistent,no
entrepreneur,divorced,no,yes,no,failure,no
admin.,single,no,yes,no,nonexistent,yes
admin.,single,no,no,no,nonexistent,no
services,single,no,yes,no,nonexistent,no
services,single,no,yes,yes,nonexistent,no
student,single,no,yes,no,nonexistent,no
entrepreneur,divorced,no,yes,no,nonexistent,yes
admin.,divorced,no,yes,no,nonexistent,yes
admin.,married,no,no,no,nonexistent,no
admin.,married,no,yes,no,nonexistent,yes
admin.,single,no,no,no,failure,no
self-employed,single,no,no,no,nonexistent,yes
services,single,no,yes,no,nonexistent,no
admin.,single,no,yes,no,success,yes
admin.,single,no,no,yes,nonexistent,no
blue-collar,married,no,yes,no,nonexistent,yes
housemaid,single,no,no,no,nonexistent,no
technician,single,no,no,no,nonexistent,no
retired,married,no,yes,no,nonexistent,yes
self-employed,single,no,yes,no,nonexistent,no
self-employed,single,no,yes,no,nonexistent,no
management,married,no,no,no,nonexistent,yes
services,single,no,yes,no,nonexistent,yes
blue-collar,married,no,yes,no,nonexistent,no
unemployed,married,no,yes,no,nonexistent,yes
unemployed,married,no,no,no,nonexistent,yes
student,single,no,yes,no,nonexistent,yes
blue-collar,single,no,no,yes,nonexistent,yes
unemployed,single,no,no,no,nonexistent,no
admin.,married,no,no,no,failure,yes
admin.,single,no,yes,yes,nonexistent,no
admin.,single,no,no,no,nonexistent,no
admin.,single,no,yes,no,nonexistent,no
self-employed,married,no,yes,no,success,yes
services,single,no,yes,no,nonexistent,no
admin.,single,no,no,no,failure,no
technician,single,no,no,no,failure,no
admin.,married,no,no,no,failure,no
technician,married,no,no,no,nonexistent,no
technician,married,no,no,no,nonexistent,no
admin.,single,no,yes,yes,nonexistent,yes
blue-collar,married,no,yes,no,nonexistent,no
technician,single,no,yes,no,nonexistent,no
management,single,no,unknown,unknown,nonexistent,no
admin.,married,no,no,no,nonexistent,no
admin.,single,no,no,no,nonexistent,yes
student,single,no,no,no,nonexistent,no
admin.,single,no,yes,no,nonexistent,no
admin.,single,no,yes,no,nonexistent,no
technician,married,no,no,no,nonexistent,yes
unemployed,married,no,yes,no,nonexistent,no
management,married,no,no,no,nonexistent,yes
housemaid,married,no,no,yes,nonexistent,yes
services,single,no,yes,no,nonexistent,no
housemaid,married,no,yes,no,nonexistent,yes
admin.,married,no,no,no,nonexistent,no
admin.,married,no,yes,no,nonexistent,no
housemaid,married,no,no,no,nonexistent,no
unemployed,single,no,no,no,nonexistent,yes
admin.,married,no,yes,no,nonexistent,no
blue-collar,married,no,yes,no,nonexistent,no
management,married,no,yes,no,nonexistent,no
self-employed,married,no,yes,no,failure,no
admin.,married,no,yes,no,nonexistent,no
unemployed,single,no,no,no,nonexistent,no
admin.,single,no,no,no,nonexistent,no
unemployed,married,no,no,no,nonexistent,no
admin.,married,no,yes,no,nonexistent,no
retired,married,no,yes,no,nonexistent,no
management,married,no,yes,no,nonexistent,yes
unemployed,single,no,no,no,nonexistent,no
technician,married,no,yes,no,failure,no
retired,married,no,yes,yes,nonexistent,yes
technician,single,no,yes,no,nonexistent,no
unemployed,single,no,yes,no,nonexistent,no
technician,married,no,yes,no,failure,yes
admin.,single,no,yes,no,failure,no
admin.,single,no,yes,yes,failure,no
self-employed,single,no,yes,no,nonexistent,no
self-employed,single,no,no,yes,nonexistent,no
unemployed,single,no,no,yes,success,yes
student,single,no,no,no,nonexistent,no
admin.,single,no,yes,no,failure,no
services,married,no,no,no,nonexistent,no
admin.,married,no,no,no,nonexistent,no
student,single,no,yes,yes,nonexistent,yes
self-employed,married,no,yes,no,nonexistent,no
admin.,single,no,no,yes,nonexistent,yes
self-employed,married,no,yes,no,nonexistent,no
self-employed,married,no,no,no,nonexistent,no
admin.,married,no,no,yes,nonexistent,yes
entrepreneur,single,no,no,no,failure,no
admin.,married,no,no,no,nonexistent,yes
student,single,no,no,yes,failure,yes
technician,married,no,no,yes,failure,no
technician,married,no,yes,no,failure,no
technician,married,no,yes,no,failure,yes
student,single,no,yes,no,nonexistent,yes
technician,single,no,yes,yes,nonexistent,no
services,married,no,no,no,nonexistent,no
services,married,no,no,yes,nonexistent,no
management,married,no,yes,no,nonexistent,yes
admin.,married,no,yes,no,nonexistent,no
admin.,married,no,yes,no,failure,no
retired,married,no,yes,yes,nonexistent,no
admin.,married,no,yes,no,failure,no
retired,divorced,no,no,no,nonexistent,no
blue-collar,married,no,no,no,nonexistent,no
housemaid,single,no,yes,no,success,no
blue-collar,married,no,no,no,failure,yes
admin.,married,no,no,yes,nonexistent,no
admin.,married,no,no,no,success,yes
admin.,single,no,yes,no,nonexistent,no
technician,divorced,no,no,no,nonexistent,no
technician,single,no,no,no,nonexistent,no
technician,single,no,yes,yes,nonexistent,no
technician,single,no,yes,no,success,no
admin.,married,no,yes,no,nonexistent,no
admin.,married,no,no,no,nonexistent,no
admin.,married,no,no,no,failure,yes
admin.,married,no,no,no,nonexistent,no
student,single,no,yes,yes,failure,no
admin.,single,no,yes,no,failure,no
technician,married,no,yes,yes,nonexistent,no
student,single,no,no,no,nonexistent,no
services,married,no,no,yes,success,yes
blue-collar,married,no,no,yes,nonexistent,no
self-employed,single,no,yes,no,nonexistent,no
technician,single,no,no,no,success,yes
admin.,married,no,yes,yes,nonexistent,no
technician,single,no,yes,no,nonexistent,no
technician,divorced,no,no,no,nonexistent,no
services,married,no,unknown,unknown,failure,no
entrepreneur,married,no,yes,no,nonexistent,no
admin.,single,no,no,no,nonexistent,no
admin.,single,no,yes,no,nonexistent,no
entrepreneur,single,no,no,no,nonexistent,yes
entrepreneur,single,no,no,no,nonexistent,no
blue-collar,single,no,yes,no,nonexistent,no
management,married,no,no,no,nonexistent,yes
housemaid,married,no,no,no,nonexistent,yes
admin.,married,no,no,no,nonexistent,yes
retired,married,no,no,no,success,no
management,married,no,no,no,nonexistent,no
admin.,married,no,yes,yes,nonexistent,no
management,married,no,no,yes,success,yes
admin.,single,no,yes,no,nonexistent,yes
admin.,married,no,yes,yes,nonexistent,yes
self-employed,single,no,no,yes,nonexistent,yes
housemaid,married,no,yes,yes,failure,no
admin.,married,no,yes,no,nonexistent,no
admin.,married,no,no,no,nonexistent,no
admin.,married,no,no,no,nonexistent,yes
admin.,married,no,no,no,nonexistent,yes
admin.,married,no,no,no,nonexistent,yes
admin.,married,no,yes,no,nonexistent,yes
blue-collar,divorced,no,yes,no,nonexistent,yes
blue-collar,divorced,no,no,no,nonexistent,yes
retired,married,no,no,yes,success,no
retired,divorced,no,yes,yes,failure,no
technician,married,no,no,no,success,yes
admin.,single,no,yes,no,nonexistent,yes
entrepreneur,married,no,yes,no,nonexistent,yes
technician,single,no,no,no,nonexistent,no
technician,married,no,yes,no,nonexistent,no
management,married,no,yes,no,failure,no
entrepreneur,married,no,yes,no,nonexistent,no
retired,divorced,no,no,yes,failure,no
housemaid,married,no,yes,no,nonexistent,no
technician,single,no,yes,no,nonexistent,no
housemaid,married,unknown,no,yes,nonexistent,no
technician,married,unknown,yes,no,nonexistent,no
self-employed,single,no,no,no,failure,no
self-employed,single,no,yes,no,success,yes
unemployed,married,no,no,no,nonexistent,no
technician,married,no,no,no,failure,no
entrepreneur,married,no,yes,no,nonexistent,yes
self-employed,single,no,no,no,nonexistent,yes
admin.,married,no,yes,no,nonexistent,yes
housemaid,married,no,yes,no,success,yes
technician,married,no,yes,no,failure,yes
admin.,divorced,no,yes,no,nonexistent,yes
retired,divorced,no,yes,no,nonexistent,yes
admin.,divorced,no,yes,no,nonexistent,yes
unemployed,single,no,yes,no,nonexistent,yes
admin.,single,no,no,no,nonexistent,yes
admin.,married,no,yes,no,failure,no
blue-collar,married,no,yes,no,nonexistent,yes
technician,single,no,no,no,nonexistent,yes
unknown,married,no,no,no,nonexistent,no
admin.,divorced,no,yes,no,nonexistent,yes
admin.,single,no,yes,no,failure,no
retired,married,no,yes,no,nonexistent,no
admin.,married,no,no,no,nonexistent,yes
retired,divorced,no,no,no,nonexistent,no
technician,married,no,yes,no,nonexistent,no
admin.,single,no,no,no,nonexistent,yes
technician,single,no,yes,no,nonexistent,no
technician,married,no,no,no,nonexistent,no
admin.,single,no,yes,no,nonexistent,no
retired,married,no,yes,yes,nonexistent,no
admin.,married,no,yes,no,failure,no
admin.,married,no,no,no,nonexistent,no
technician,married,no,yes,no,nonexistent,no
retired,married,no,yes,yes,nonexistent,yes
admin.,single,no,yes,no,nonexistent,no
entrepreneur,single,no,no,no,failure,no
admin.,single,no,yes,no,nonexistent,yes
student,single,no,no,no,nonexistent,no
admin.,single,no,no,yes,nonexistent,no
student,single,no,no,no,nonexistent,yes
admin.,married,no,yes,no,nonexistent,yes
services,single,no,yes,no,nonexistent,yes
admin.,married,no,no,no,failure,yes
management,married,no,yes,no,nonexistent,yes
admin.,married,no,yes,no,failure,no
admin.,married,no,yes,no,nonexistent,no
admin.,divorced,no,no,no,nonexistent,no
admin.,married,no,no,no,nonexistent,no
student,single,unknown,yes,no,nonexistent,yes
admin.,married,no,yes,no,failure,no
admin.,divorced,no,unknown,unknown,nonexistent,yes
self-employed,single,no,yes,no,nonexistent,no
services,single,no,yes,no,success,yes
services,single,no,no,no,failure,no
student,single,no,yes,no,failure,no
unemployed,single,no,yes,no,nonexistent,no
unemployed,single,no,yes,no,nonexistent,no
student,single,no,yes,no,success,yes
services,single,no,no,no,nonexistent,yes
admin.,divorced,no,no,no,nonexistent,no
technician,married,no,no,no,nonexistent,no
services,single,no,yes,no,nonexistent,no
student,single,no,no,no,failure,yes
blue-collar,married,no,yes,no,nonexistent,no
technician,married,no,no,no,nonexistent,no
technician,single,no,yes,no,nonexistent,no
student,single,no,yes,no,nonexistent,no
admin.,single,no,yes,no,nonexistent,yes
student,single,no,no,no,nonexistent,no
admin.,married,no,no,no,nonexistent,yes
admin.,single,no,no,no,nonexistent,no
admin.,married,no,yes,no,nonexistent,yes
technician,single,no,yes,no,nonexistent,no
admin.,single,no,yes,no,failure,yes
technician,married,no,no,no,failure,yes
management,married,no,yes,no,nonexistent,no
admin.,single,no,no,no,nonexistent,yes
technician,married,no,yes,no,nonexistent,yes
retired,married,no,yes,no,nonexistent,no
technician,married,no,no,no,nonexistent,no
admin.,married,no,no,no,success,no
student,single,no,no,no,failure,no
admin.,married,no,yes,no,failure,no
technician,married,no,yes,no,nonexistent,no
student,single,no,no,no,failure,no
admin.,married,no,yes,no,nonexistent,no
student,single,no,no,no,nonexistent,no
student,single,no,yes,no,nonexistent,yes
unemployed,single,no,unknown,unknown,nonexistent,no
technician,single,no,yes,no,failure,no
services,married,no,no,no,nonexistent,no
self-employed,single,no,yes,no,nonexistent,no
blue-collar,single,no,yes,no,nonexistent,yes
admin.,divorced,no,no,no,nonexistent,no
blue-collar,married,no,yes,no,nonexistent,no
admin.,single,no,yes,yes,nonexistent,no
admin.,single,no,yes,no,nonexistent,no
student,single,no,no,yes,failure,no
technician,married,no,no,yes,nonexistent,no
admin.,single,no,yes,no,nonexistent,yes
admin.,married,no,yes,no,nonexistent,no
technician,married,no,yes,no,success,no
admin.,single,no,yes,no,nonexistent,yes
technician,married,no,yes,no,nonexistent,no
admin.,single,no,yes,no,nonexistent,yes
admin.,married,no,yes,yes,nonexistent,no
student,single,no,yes,no,nonexistent,yes
technician,single,no,yes,no,nonexistent,no
admin.,single,no,yes,no,nonexistent,no
blue-collar,single,no,no,no,nonexistent,yes
admin.,single,no,yes,no,nonexistent,no
technician,single,no,yes,no,nonexistent,yes
